icrogidA	icrogidB	w
1325425	998479	0.36
1165658	4713146	0.987
1951806	2726528	0.28
107322	3747743	0.959
3242633	4535951	0.644
5300147	746078	0.482
5406538	9442265	0.719
1136724	3087482	0.494
13511365	356579	0.55
1474439	4397910	0.55
2413104	3187758	0.494
4008973	864205	0.28
1070594	1976916	0.676
2533580	4601808	0.431
27695	879772	0.28
4042785	4909096	0.921
1605335	2095083	0.431
1014954	4561216	0.431
2226044	4303895	0.676
1160340	4919225	0.494
649743	9650725	0.644
4705467	5204010	0.767
195893	4069879	1
1488081	3010888	0.719
3132597	3348102	0.482
3536546	5155720	0.778
3380693	3896672	0.6
3008487	4662323	0.997
1141893	4717503	0.28
2032272	4181226	0.744
1220674	3719914	0.712
1933837	4600608	0.55
513841	547668	0.54
4303895	5116245	0.998
3197479	343518	1
3279374	4370876	0.28
4366513	4460231	0.28
271062	4040115	0.431
3208936	4831700	0.431
2300045	5124712	0.36
5325604	821803	0.431
2838090	5155720	0.744
475613	5398107	0.191
5095675	746078	0.744
1615885	4042785	0.55
2494598	2862996	0.28
1708118	4589935	1
1225374	3034498	0.644
14007032	2721163	0.36
2547485	4121257	0.902
3550890	4531310	0.767
1248292	2053332	0.676
2688135	578909	0.431
2337625	4803389	0.431
1488081	3405751	0.494
465484	4972844	0.431
1981907	3351727	0.28
1942456	4173488	0.431
1743227	2394559	0.482
11793640	5403829	0.719
16816000	233780	0.943
4581404	560615	0.778
4741479	740298	0.55
319690	3867063	0.994
2068280	4698162	0.888
3337017	4780988	0.28
4863907	5253180	0.988
1253203	865149	0.811
2083017	3237982	0.772
2445225	3767375	0.28
3690765	9148166	0.6
3719914	4801826	0.431
2223151	2721098	0.36
1393325	270626	0.28
2198040	8972670	0.36
1566579	820620	0.55
3252138	475639	0.84
2248140	4871405	0.36
370392	9443018	0.55
3035554	4529117	0.874
127538	1514270	0.82
2025277	964752	0.28
2178303	4979489	0.36
2618592	4385435	0.28
4258047	948625	0.943
1700717	24456	0.431
1039182	4480196	0.36
3572785	4468358	0.676
1904569	4616280	0.431
2068280	2841951	0.482
4592714	4831970	0.844
4083603	4972844	0.719
2090366	2151162	0.676
2201336	86338	0.431
3977430	4154210	0.28
5045181	9148605	0.28
10012887	3410334	1
2903058	477007	0.998
4592714	4865286	0.6
157350	4615669	0.431
746078	856814	0.987
16817590	2630779	0.482
506434	877181	0.28
305397	3157177	0.28
2659032	2694002	0.191
1031192	374649	0.191
1660206	970667	0.431
2533840	5272060	0.644
3147827	843989	0.36
3502869	5133556	0.644
3829664	4981197	0.874
1651152	2087513	0.719
1973069	983908	0.999
222284	3076419	0.99
1017119	929751	0.676
1361527	299897	0.948
1034179	138193	0.854
1447330	3470416	0.28
4774660	5207620	0.957
1505377	2826077	0.431
436382	4741479	0.28
135769	4278513	0.644
121720	2979306	0.946
1007949	3481359	1
2238434	662755	0.494
1618823	2198040	0.431
2478674	2677625	0.84
4470617	5032510	0.28
1653461	781714	0.999
1297532	1407543	0.861
13660479	5317103	0.28
9443022	961919	0.28
1034179	2166278	0.28
39792	4876235	0.961
106166	150325	0.744
3272118	3433603	0.28
1122884	2886402	0.28
1700717	4926237	1
3482397	38360	1
3378486	426372	0.719
1508469	3925064	1
4398244	724057	0.946
4672953	4772132	0.431
3271273	998479	0.191
4615669	630730	0.431
5062028	780591	0.938
3837793	3896672	0.36
2626939	3908752	0.431
1004542	2861341	0.987
400924	721449	0.431
1951806	936905	0.997
4660946	974711	0.55
4925944	625729	0.431
1103259	703179	0.898
1796937	2794881	0.28
4831727	820620	0.431
1611110	4629164	0.431
1636625	9378317	0.191
3837793	3913422	0.191
2662282	806588	1
488952	87526	0.431
1379409	1549507	1
4012737	4154210	0.28
14006855	5222487	0.644
1440153	3277723	0.36
1979966	2778378	0.854
1474157	4616280	0.854
2693458	87526	0.494
2221221	67391	0.36
2860102	9644680	0.431
2498461	3011299	0.28
4240225	5177449	0.482
678947	9148562	0.431
3607869	475613	0.191
3590131	4872336	0.581
1383963	3870884	0.89
1488501	2878257	0.28
4728973	9214147	0.494
1386965	3013526	0.28
11437859	1279386	0.55
2248140	2547906	0.867
1066643	1586754	0.744
3971313	4706299	0.431
1615252	3744949	0.913
2779711	4883227	0.28
3474091	3884235	0.431
2022959	232605	0.28
1449530	2284945	0.28
3603966	4717503	0.55
2047592	3667797	0.985
10089411	867906	0.644
1970718	3655500	0.719
1226600	4670894	0.55
1925367	2571001	0.744
2824873	3511889	0.895
1065781	2014257	1
1653461	4984842	0.778
1401435	1824776	0.998
1382021	3144076	0.84
2068280	2323605	0.75
2791829	322700	0.55
4481242	9644677	0.772
3467017	5309542	0.957
2796151	4067378	0.54
1492532	1655666	0.55
3736508	4915790	0.798
3663386	4712243	0.909
1637860	2229096	0.28
1976916	5400483	1
4524269	5216103	0.191
2229312	561721	1
3130413	3357491	0.99
3019261	742485	0.28
4830470	754096	0.55
3353071	4154210	0.28
1909350	95025	0.36
1416680	2256074	0.28
1150330	3243741	0.431
2491612	4667074	0.996
3302196	4413692	0.28
4984842	941370	0.993
4686706	5162718	0.28
10724585	13924533	0.99
1248877	54771	0.36
4422080	964296	0.676
2999614	3453081	0.28
726944	9441770	0.644
3976855	4083603	0.89
4120678	4560000	0.431
4456845	5354001	0.482
1247513	1562406	0.28
2068280	2807948	0.571
5030185	928592	0.28
3510534	4357008	0.998
201818	3594045	0.824
1013002	3777633	0.991
2327243	301722	0.28
3202170	3552581	0.28
457052	5062164	0.89
2821449	4888960	0.644
482626	5276056	0.858
3382318	3950983	0.431
2168400	936905	1
3863843	662145	0.778
3805723	4601808	0.591
2089762	222284	0.431
1034179	5049941	0.431
5017558	5278338	0.999
5344278	9148605	0.28
2794138	2963834	0.885
448835	5142994	0.858
1170182	5157888	0.84
4157895	5223294	0.676
3405751	3655500	0.494
2365453	4473831	0.55
2419533	2886402	0.744
3766206	3908752	0.431
2133787	5146399	0.28
2903457	9441631	0.28
2963834	3556920	0.28
4949991	678947	0.55
40293	4516405	0.431
3325509	4005961	0.431
2497771	3976855	0.28
4133962	4774660	0.798
4056103	662837	0.28
1894250	2547906	0.431
3333598	4056103	0.992
4883806	550375	0.89
1692316	4846286	0.431
5267677	973839	0.824
4462918	4570210	0.778
2794138	3995515	0.644
3962824	4434473	0.54
1309297	2791218	0.191
4249988	5087665	0.36
2039906	4056103	0.28
3837793	3842410	0.191
1382021	4456845	0.719
40293	4690032	0.928
457052	660048	0.28
2119668	4071702	0.998
4735189	5123142	0.431
232848	2413104	0.9
4825496	4919255	0.913
1379409	3839008	0.28
16814786	5124507	0.28
3698509	5821236	0.871
1160340	1264754	0.28
16820919	3329408	0.798
2024366	82390	0.28
2654709	3541090	0.36
1627438	2132292	0.431
389033	722955	0.997
2031742	4328206	0.778
2981808	4777466	0.28
2068280	3426596	0.936
2401168	876198	0.494
3603966	3995436	0.957
1373290	399905	0.431
1791762	2138435	0.494
1300297	4815127	0.644
3176507	842303	0.28
4038294	4264365	0.816
3173579	4497269	0.431
2355471	597019	0.431
1594998	2668693	0.431
2527179	2607334	0.712
384850	4389571	0.55
1937442	2946713	0.824
1945917	3303645	0.28
3211116	886779	1
2914930	3027079	0.28
2613246	4565634	0.28
1458824	1572883	0.55
1847761	2178303	0.28
4474689	613199	0.494
2643753	483984	0.431
2244777	2778378	0.55
158012	3739151	0.28
1947668	5255272	0.719
2229312	4386137	1
1586754	2662282	1
5344687	5363969	0.36
1885413	3431532	0.191
2068280	3118889	0.879
3594359	4633797	0.482
3908752	4826028	0.28
222539	3909139	0.591
14005598	2090366	0.28
3426596	5071100	0.28
1482562	3214963	0.191
2677230	3670225	0.828
1031471	2223151	0.36
1251604	2222878	0.874
2662282	5168090	0.36
2981808	3006802	0.191
2639679	564332	0.877
2392011	3404979	0.976
2229473	2721163	0.744
4790412	9378389	0.36
1274617	4912597	0.767
3242633	5397690	0.93
5337575	861829	0.28
2079075	414846	0.959
4560000	546944	0.591
483984	820620	0.998
5294702	950019	0.36
3027803	941370	0.431
2054502	4341167	0.431
2183154	4258047	0.36
2556870	3298741	0.995
1277921	5255272	0.55
3509741	5045238	0.431
2879037	4600608	0.28
2334209	2551919	0.28
1389515	3553333	0.816
4926164	799425	0.431
2981808	3337017	0.28
222284	2235823	0.431
2677230	3534885	0.36
3016069	364304	0.84
2271964	4969520	1
4524269	5042460	0.418
5330805	5395245	0.719
2322648	3468957	0.636
299897	506434	0.36
3908752	662837	1
4484934	9441877	0.28
827405	90222	0.28
1092793	16816000	0.982
4995983	9650750	0.28
1527003	2416831	0.431
1729172	428744	0.676
1186808	1856928	0.996
3382318	4863907	0.861
1821380	2423255	1
1957510	4005241	0.28
1298701	3329408	0.431
3342392	9650703	0.54
1119923	468848	0.431
2494710	4765909	0.885
1377931	3503650	0.55
2951298	4595183	1
5255272	746078	0.97
2556870	3853314	0.55
221385	5147980	0.28
2033342	4279115	0.431
2999614	4625451	0.28
5251677	941370	0.55
2337625	4154210	0.28
4605542	723975	0.996
3202052	384850	0.418
2421173	2733	0.55
1894250	857930	0.28
1898711	759095	0.431
115135	4465042	0.431
11935700	4687717	0.36
1894250	216050	0.28
3196230	4379666	0.55
1735326	4264365	0.55
3085317	315264	0.28
2068280	3396733	0.816
4690250	5190951	0.36
2192728	4600608	0.874
2681515	3205765	0.957
483984	998897	0.28
2098043	414846	0.778
3774500	4831700	0.431
2521025	875557	0.99
2145174	2441415	0.28
285424	9378626	0.28
1879716	4957959	0.28
777093	9148596	0.28
3173579	808478	0.431
4599051	821803	0.644
2521025	4854479	0.431
4386857	4413015	0.778
1180512	4257920	0.431
13511364	5395905	0.719
3491414	5840461	0.36
3062679	4907500	0.36
3062679	4125761	0.28
121585	73857	0.676
1031778	1868729	0.644
497647	966425	0.938
4370876	90222	1
5065892	913032	0.844
4896685	928592	0.798
2386483	5017558	0.911
2047592	2189806	0.858
2055876	4865286	0.431
2266085	2609893	0.767
3072139	3589204	0.28
3826315	3837793	0.431
14006660	964752	0.802
1143071	193246	1
1998565	4137481	0.431
3631443	4194512	0.744
1103259	4465042	0.36
2961203	3272118	0.55
3252308	753385	0.36
466161	656326	0.482
1586754	4633797	0.676
2413578	4438550	0.28
2595235	3371516	0.928
2083017	3412547	0.36
4948675	9148596	0.28
4231653	473549	1
16822233	3758086	0.676
271062	4243853	0.28
390328	4407417	0.431
1885413	4042785	0.999
5001936	5355444	0.89
1007590	3603966	0.719
4056103	883318	0.898
2753412	4547746	0.36
1057873	3078390	0.36
1649868	221385	0.28
1572883	3076419	0.983
2523926	910608	0.431
3756319	4004966	0.28
1998948	465484	0.431
1039182	3831745	0.431
4803728	9443045	0.644
2639679	2791218	0.978
1037566	2681025	0.89
2552256	5114861	0.987
2238434	602537	0.494
14006193	3537350	0.431
4805603	5406145	0.494
1223525	4714161	1
2430410	4049585	1
2856334	5406538	0.191
129877	498537	0.36
2981808	4899455	0.993
3280269	4300278	0.644
4667074	4731356	0.36
1235047	4095523	0.431
452755	547668	0.28
4524269	545881	0.191
221385	3662990	0.431
2920195	4303804	0.55
2886402	4149979	0.28
2278838	4154210	0.28
40293	560615	0.482
2272647	799425	0.36
1433449	2068280	0.931
782387	9441518	0.431
2373744	4120233	0.824
2973208	4810370	0.767
4639211	5074778	0.744
3134990	869337	0.28
2586308	3202784	0.431
1114514	5267677	0.28
4705726	4720276	0.989
3157383	687228	0.28
71438	9443045	0.719
1124639	1389515	1
1777720	2068280	0.936
400924	468848	0.431
1846462	1948132	0.28
2080390	2253502	0.28
1960612	3280269	0.705
1842959	2595235	0.431
2610670	4915790	1
12783	1314473	0.778
1704297	4088746	0.854
1467798	856204	0.712
2068280	4416613	0.345
647118	9442795	0.28
1404944	749723	1
1507943	4235014	0.55
2237342	3699097	1
1529623	3837793	0.36
1980581	3088433	0.28
16817590	5368339	0.28
1348594	4713146	0.431
2214569	717740	0.36
24031	321521	0.191
3303645	403355	0.36
5278338	973839	0.938
1735580	3909139	0.28
1671096	676875	0.36
1146862	2271964	0.767
11007384	2547485	0.824
27695	3397715	0.644
2334209	3266827	0.28
1869743	5247574	1
2157358	254716	0.644
1378681	475613	0.191
4600608	9441631	0.591
1368998	9148605	0.36
1159046	4386137	0.28
2630779	70418	0.28
243995	3780725	0.943
2235220	4431846	0.431
2309550	461429	0.36
1753973	5185472	0.644
2984156	5156786	0.28
29439	2981808	0.482
1062659	2489355	1
3087482	3115915	0.591
2073222	5409001	0.28
1283244	807344	0.913
3960548	422562	0.55
1945941	201818	1
4684870	4863907	0.431
2322933	767458	0.28
3197479	5395599	0.55
1827736	3837793	0.36
2494598	5343965	0.54
1470775	520964	0.864
2489355	3686531	1
1368998	3151794	0.28
1487812	820620	0.28
2980254	4831970	0.861
14006660	3034498	0.798
2693458	5305920	0.191
1150330	807344	0.55
3283713	5068513	0.28
1159046	5271742	0.28
1501627	2253502	0.431
14007984	3225667	0.36
1173557	9769294	0.999
2345140	3690765	0.6
1035483	1954208	0.36
2886402	3410072	0.28
2740417	856204	0.719
129877	1365783	0.36
2024366	412253	0.28
4532088	4925944	0.591
1183784	1933837	0.998
1007949	1193438	0.999
4764357	595207	0.431
3667797	9441877	1
11393240	4399398	0.644
1143034	5309543	0.431
3087482	4804264	0.431
2796151	872778	0.28
1414212	2186036	1
1611110	1653461	0.28
2209263	961919	0.431
2327243	3342392	0.939
334699	3938559	0.431
4425759	686131	0.874
1124639	2556870	0.431
3513892	5168090	0.28
1325425	2951619	0.55
482626	5076086	0.36
1285724	1785064	0.798
1495892	4761161	0.28
2451498	5201466	0.55
1418479	3455887	1
3816774	5298951	0.431
4774660	536232	0.9
3034498	4264259	0.644
1325425	723975	0.431
2082182	4121257	0.431
3723605	935700	0.719
10724543	4866974	0.494
1160184	3371516	0.191
3834180	950019	0.684
232605	5088523	0.28
1714665	3968630	0.644
109728	5155720	0.719
16817590	1900626	0.28
4075000	929751	0.55
4397833	465484	0.28
1753510	2533040	0.28
3130413	662837	0.431
2522401	998479	0.591
1103259	642705	0.28
1529536	2479812	0.591
3843990	5365591	0.644
1066766	5255272	0.824
2122265	3353711	0.431
4157895	496338	0.861
2151993	632859	0.191
4099615	4305807	0.55
3333598	5040675	0.431
1644162	4078346	0.591
3621324	483984	0.921
4056103	4409073	0.6
1991355	5165533	0.948
2089354	765978	0.191
2349500	3513892	0.28
1991355	2671136	0.644
2272676	314383	0.55
4874921	679723	0.431
1948403	4251325	0.191
327364	638045	0.55
3479715	3713468	0.28
3059970	3654654	0.948
2095083	327933	0.816
1373290	4269849	0.431
4012386	726923	0.82
3503650	9442996	0.55
1325425	4305018	0.6
125296	2295161	0.644
3581705	463371	0.431
5308277	618017	0.28
2671136	3572785	0.494
3087482	3482397	0.772
2662521	4600608	0.28
33166	3550890	0.28
3487095	3634163	0.832
2775278	299897	0.644
4810709	5821236	0.951
4774463	5309392	0.36
1700717	3027079	0.591
280867	659945	0.55
3756065	532535	0.482
2459288	596393	0.987
1942456	4358568	0.28
4424305	4916471	0.636
4761161	5979	0.28
3078390	5276056	0.36
2204433	4604599	0.744
2562975	456446	0.191
4122724	4602573	0.976
1403224	4765909	0.431
2687131	3202052	0.684
1401435	797034	0.98
4633797	4810370	0.985
5205790	661696	0.925
2963834	4727611	0.644
5232295	767271	0.861
2183154	3712222	0.431
2447367	4629164	0.28
4454421	661696	0.84
1278344	2903174	0.28
433788	5029749	0.36
2547906	4646174	0.431
2068280	2331199	0.345
4154210	4960016	0.28
2229312	749598	1
2865617	5011796	0.431
4084356	4838224	0.28
1461577	3797467	0.431
3503650	5376339	0.431
4491903	4967019	0.431
3338825	596393	0.993
1379409	4162059	1
1373290	3115915	0.591
506434	816419	0.36
2174789	290949	0.84
4276112	9213487	0.431
4100622	508037	0.885
2348958	4360511	0.418
762977	864205	0.946
2223151	673339	0.36
1700717	5395599	0.55
2693458	5276056	0.28
4374234	4406954	0.431
1904421	4691983	0.705
2748775	759095	0.431
16820629	2079075	0.885
3415582	5828243	0.644
1806051	2271250	0.431
3197479	4405233	0.994
4652765	826484	0.28
2338264	4042785	0.9
2946713	394706	0.431
2068280	4498413	0.581
1274157	994809	0.28
2299279	4524269	0.494
1368998	3305883	0.431
2445225	2617499	0.28
2726989	3160534	0.644
2165711	2229096	0.191
2054502	5297401	0.431
145803	5821236	0.431
322805	3698509	0.28
1337826	3378486	1
1487979	3777633	0.55
2623743	4633797	0.627
3157520	961919	0.431
2636214	804206	0.36
3030688	5309392	0.36
2256074	662837	0.28
4337063	5155720	0.431
3062679	5030185	0.28
1762735	4633250	0.36
2125480	2416831	0.28
212573	9378428	0.943
1146862	14007162	0.997
2618592	973575	0.36
55656	799425	0.431
2068280	4301437	0.719
4629164	532535	0.964
10955	1170182	0.55
2218557	3303555	0.431
3132597	5091618	0.993
3885227	618825	0.431
2079075	2478987	0.28
2639679	3850964	0.798
2617841	4930249	0.999
14007805	5276056	0.55
20696	4926237	0.999
1634875	2011039	0.84
3197085	532535	0.28
2670	452957	0.36
2974113	548744	0.431
2803406	733858	0.824
1785064	2319229	1
5413309	628054	0.6
1948669	2546579	0.644
1065781	4531310	0.874
4683502	4790412	0.28
2706833	4417202	1
3252387	4829377	0.494
4888282	5058727	0.28
3342392	998479	0.75
329232	3357491	0.431
1548856	5001936	0.431
2730817	4880200	0.431
3452597	4251325	1
4121257	4933842	0.999
5373432	829274	0.36
2693738	4154210	0.938
1991355	249068	0.921
4003138	4456845	0.431
3999763	623063	0.798
2229096	4017018	0.976
3088223	4589471	0.984
3469807	4461738	0.191
1942456	751872	0.913
2413104	67127	0.591
1629502	1761610	0.816
1027325	1948473	0.28
1170182	3062679	0.28
1562406	3712222	0.84
5216649	9644677	0.431
1634875	382851	1
1049186	3550890	0.28
2106983	3191228	0.824
176450	907592	0.719
10724543	4102745	0.494
3908752	5202298	1
2677230	3748087	0.36
1297684	2311334	0.719
1317902	3068643	0.36
436382	836890	0.28
5069550	5125341	0.28
1007298	4691983	0.627
2999614	952851	0.28
1045744	2688135	0.431
2971779	3756319	1
3503650	4037222	0.676
4198472	4600608	0.861
2768047	3410334	0.28
3462080	3805630	0.28
2089714	4689036	0.28
4035043	4115704	0.36
4157697	881741	0.431
1704297	3090489	0.581
1278344	1736180	0.55
2450911	4258047	0.84
2786774	3909139	0.28
2694002	3513892	0.55
1251604	3349236	0.431
3606500	868671	0.28
2547485	2570094	1
2639679	4434473	0.36
1619606	4456845	0.84
3016069	5250584	0.719
4900349	4919225	0.719
1885413	2677230	0.636
5118416	765978	0.96
3713468	799425	0.28
4492196	9378317	0.983
3837793	95251	0.36
1820959	5828243	0.36
1198885	4357008	0.999
241069	4512349	0.28
2349500	4264365	0.744
3482397	5413310	0.431
2894105	5357048	0.431
1109800	2223151	0.55
1898596	2498461	0.28
4926867	5373372	0.36
3145392	780555	0.997
1842190	3580033	0.431
2322933	964752	0.994
1894250	5408338	0.28
3231260	3737772	0.975
1979966	2473416	0.482
1093796	2981922	0.36
2193094	4456845	0.28
1977606	3062679	0.28
3829664	4717503	0.798
3389965	448835	0.99
2423457	4492196	0.905
2068280	3921852	0.911
3792106	506434	0.28
241069	5187411	0.28
1555530	4741479	0.28
3527425	857930	1
2678503	2915830	0.644
270626	3303645	0.36
2479812	3610521	0.957
3939116	4600608	0.431
1079109	121375	0.191
2929543	3908752	0.824
4732923	961525	0.885
3303272	4083603	0.84
1966832	956773	0.676
1136337	3027803	0.28
5266811	924581	0.55
2135848	4210256	0.431
2133602	4593362	0.778
3876838	4774660	0.719
3980999	801757	0.744
1795878	3589204	0.36
14008088	5156786	0.9
1373290	506434	0.854
2791010	3805630	0.28
321631	4037222	0.431
2294102	5162718	0.28
1387008	4566188	0.36
4575820	5406605	0.28
1629502	2068280	0.879
4452356	4930249	0.968
3908841	5081339	0.28
2981808	785031	0.28
3344382	3724222	0.995
2556870	4072866	0.6
1180573	2497115	0.767
1885413	2447367	0.644
2024366	2874872	0.28
4952585	5079746	0.431
2804748	4774660	0.719
3062050	415267	0.28
1653461	2946713	0.644
1572883	233780	0.28
1297532	2332806	0.778
424000	4366513	0.191
5222487	643805	1
431854	4915790	0.191
2914461	746078	0.28
2985600	4953286	0.36
2853952	3685893	0.431
2266822	2951298	0.494
1368998	5204392	0.28
1051362	410724	0.999
1925908	3479525	1
2201336	2350445	0.28
389098	9442206	0.28
3545837	4601808	0.993
14005699	1750588	0.676
2838125	450905	0.28
3062679	3103213	0.28
3021894	4433270	0.431
1058808	2201336	0.28
3128457	3970918	1
4926164	5320243	0.28
3476408	5418263	0.988
3465227	602537	0.978
332520	5278338	0.84
4425759	712420	0.36
2919579	4706299	0.431
2742570	3589204	0.494
2886402	900408	0.888
1594998	2207320	0.36
67092	9213367	0.36
4629164	4859013	0.89
1007949	781714	0.998
4120233	4303895	0.977
2876530	4456845	0.431
1211827	327364	0.431
10013539	2552256	0.431
5084896	703905	0.999
169746	5343965	0.28
1401239	29439	0.55
3146154	3731433	0.644
2726989	4874921	0.431
1377691	5176863	0.36
4990349	902166	1
2946713	4600608	0.36
2886297	4601808	0.431
3398066	4717061	0.431
1403804	4468330	0.28
1736046	322805	0.28
354370	9148590	0.824
3781384	852155	1
752811	934065	0.925
1801038	4680095	0.644
4811083	545881	0.6
4523661	497647	0.28
